,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpended,id,num,cum,Status,Consumption,A,B,C
4895,5217_02,Europa,True,B/177/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Canon Wingcoling,True,0.0,5217,02,2,0,0,B,177,P
4927,5254_01,Europa,True,B/202/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Celeon Pressive,True,0.0,5254,01,4,0,0,B,202,S
4928,5254_02,Europa,True,B/202/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Photons Pickleve,True,0.0,5254,02,4,0,0,B,202,S
4929,5254_03,Europa,True,,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sargah Pressive,True,0.0,5254,03,4,0,0,,,
4930,5254_04,Europa,False,B/202/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Sceleon Pressive,True,0.0,5254,04,4,0,0,B,202,S
4940,5266_01,Europa,False,A/64/S,55 Cancri e,20.0,False,0.0,290.0,0.0,1866.0,217.0,Alhair Poselfle,False,2373.0,5266,01,2,0,1,A,64,S
4941,5266_02,Europa,False,C/205/S,55 Cancri e,36.0,True,13.0,196.0,3.0,0.0,12323.0,Sinon Poselfle,False,12535.0,5266,02,2,0,1,C,205,S
4967,5301_01,Europa,True,B/181/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Altara Pretive,True,0.0,5301,01,2,0,0,B,181,P
4968,5301_02,Europa,True,B/181/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sadares Pretive,True,0.0,5301,02,2,0,0,B,181,P
4984,5320_01,Europa,True,E/330/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Errima Callower,True,0.0,5320,01,2,0,0,E,330,P
4985,5320_02,Europa,False,E/330/P,TRAPPIST-1e,32.0,False,0.0,1301.0,0.0,94.0,356.0,Hallah Opshoent,False,1751.0,5320,02,2,0,1,E,330,P
5000,5344_01,Europa,False,C/168/P,55 Cancri e,38.0,False,0.0,439.0,0.0,434.0,10074.0,Sargin Prieress,False,10947.0,5344,01,2,0,1,C,168,P
5001,5344_02,Europa,True,C/168/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Dyonon Prieress,True,0.0,5344,02,2,0,0,C,168,P
5009,5353_01,Europa,True,B/205/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Ranan Reelest,True,0.0,5353,01,2,0,0,B,205,S
5010,5353_02,Europa,False,B/205/S,TRAPPIST-1e,39.0,False,43.0,9365.0,144.0,0.0,118.0,Weidus Reelest,True,9670.0,5353,02,2,0,1,B,205,S
5023,5367_01,Europa,True,C/209/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Mesonon Fruidy,True,0.0,5367,01,3,0,0,C,209,S
5025,5367_03,Europa,False,C/209/S,55 Cancri e,46.0,False,0.0,8221.0,0.0,1010.0,160.0,Anyonon Fruidy,True,9391.0,5367,03,3,0,1,C,209,S
5029,5375_01,Europa,True,C/210/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Scharab Tramsor,True,0.0,5375,01,2,0,0,C,210,S
5030,5375_02,Europa,True,C/210/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Quarke Tramsor,True,0.0,5375,02,2,0,0,C,210,S
5035,5384_01,Europa,False,A/65/S,TRAPPIST-1e,34.0,True,0.0,5210.0,0.0,1332.0,2.0,Polam Dinger,True,6544.0,5384,01,2,0,1,A,65,S
5036,5384_02,Europa,False,A/65/S,TRAPPIST-1e,26.0,False,0.0,4894.0,0.0,62.0,85.0,Sulatik Dinger,True,5041.0,5384,02,2,0,1,A,65,S
5114,5466_01,Europa,True,B/185/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Mesons Matoltuble,True,0.0,5466,01,5,0,0,B,185,P
5115,5466_02,Europa,False,B/185/P,55 Cancri e,33.0,True,0.0,1473.0,1089.0,5700.0,1466.0,Menkin Boltund,False,9728.0,5466,02,5,0,1,B,185,P
5116,5466_03,Europa,False,B/185/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Alballa Boltund,True,0.0,5466,03,5,0,0,B,185,P
5117,5466_04,Europa,False,B/185/P,55 Cancri e,35.0,False,0.0,4618.0,0.0,324.0,12061.0,Asterf Boltund,False,17003.0,5466,04,5,0,1,B,185,P
5118,5466_05,Europa,False,B/185/P,TRAPPIST-1e,46.0,False,0.0,4524.0,,243.0,7730.0,Bahyon Matoltuble,False,,5466,05,5,0,0,B,185,P
5136,5488_01,Europa,True,B/186/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Tares Hoorherve,True,0.0,5488,01,4,0,0,B,186,P
5137,5488_02,Europa,False,B/186/P,TRAPPIST-1e,15.0,False,0.0,22.0,6805.0,0.0,531.0,Acrabik Hoorherve,True,7358.0,5488,02,4,0,1,B,186,P
5138,5488_03,Europa,False,B/186/P,TRAPPIST-1e,53.0,False,0.0,6634.0,0.0,5047.0,108.0,Krabius Hoorherve,False,11789.0,5488,03,4,0,1,B,186,P
5139,5488_04,Europa,True,B/186/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Weidus Hoorherve,True,0.0,5488,04,4,0,0,B,186,P
5147,5497_01,Europa,True,B/210/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Taurah Covetive,True,0.0,5497,01,2,0,0,B,210,S
5148,5497_02,Europa,False,B/210/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Edaron Covetive,True,0.0,5497,02,2,0,0,B,210,S
5160,5512_01,Europa,False,A/67/S,55 Cancri e,31.0,False,0.0,225.0,0.0,301.0,4090.0,Fomalik Chsere,False,4616.0,5512,01,2,0,1,A,67,S
5161,5512_02,Europa,False,B/211/S,55 Cancri e,,False,0.0,8162.0,1044.0,699.0,46.0,Sadaron Chsere,True,9951.0,5512,02,2,0,1,B,211,S
5213,5561_01,Europa,True,A/51/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Diskeh Fueling,True,0.0,5561,01,4,0,0,A,51,P
5214,5561_02,Europa,False,A/51/P,TRAPPIST-1e,28.0,False,0.0,175.0,0.0,214.0,7461.0,Cellus Fueling,False,7850.0,5561,02,4,0,1,A,51,P
5215,5561_03,Europa,False,A/51/P,TRAPPIST-1e,42.0,False,0.0,890.0,2929.0,352.0,4898.0,Gluinol Fueling,False,9069.0,5561,03,4,0,1,A,51,P
5216,5561_04,Europa,False,A/51/P,TRAPPIST-1e,43.0,False,7.0,494.0,2473.0,443.0,71.0,Ankab Fueling,False,3488.0,5561,04,4,0,1,A,51,P
5219,5568_01,Europa,False,B/188/P,TRAPPIST-1e,49.0,False,0.0,3991.0,298.0,289.0,2740.0,Winons Covetive,False,7318.0,5568,01,2,0,1,B,188,P
5220,5568_02,Europa,True,B/188/P,55 Cancri e,29.0,True,0.0,0.0,0.0,0.0,0.0,Merabik Covetive,True,0.0,5568,02,2,0,0,B,188,P
5250,5602_01,Europa,True,B/190/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Castab Sedece,True,0.0,5602,01,2,0,0,B,190,P
5251,5602_02,Europa,False,B/190/P,55 Cancri e,18.0,False,0.0,3268.0,0.0,436.0,342.0,Hadirk Sedece,True,4046.0,5602,02,2,0,1,B,190,P
5253,5606_01,Europa,True,B/213/S,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Algor Paterpad,True,0.0,5606,01,2,0,0,B,213,S
5254,5606_02,Europa,False,B/213/S,TRAPPIST-1e,31.0,False,0.0,1219.0,7.0,104.0,1082.0,Brab Dectory,True,2412.0,5606,02,2,0,1,B,213,S
5257,5610_01,Europa,True,B/214/S,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Tach Dicely,True,0.0,5610,01,2,0,0,B,214,S
5258,5610_02,Europa,False,B/214/S,55 Cancri e,54.0,True,0.0,7996.0,0.0,4549.0,10206.0,Atinon Dicely,False,22751.0,5610,02,2,0,1,B,214,S
5259,5611_01,Europa,True,D/171/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Medion Clutchor,True,0.0,5611,01,2,0,0,D,171,S
5260,5611_02,Europa,False,D/171/S,TRAPPIST-1e,46.0,False,0.0,3477.0,0.0,1.0,5543.0,Grum Clutchor,False,9021.0,5611,02,2,0,1,D,171,S
5282,5642_01,Europa,True,B/216/S,,35.0,False,0.0,0.0,0.0,0.0,0.0,Geonkaa Supred,True,0.0,5642,01,2,0,0,B,216,S
5283,5642_02,Europa,True,,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Isoton Supred,True,0.0,5642,02,2,0,0,,,
5290,5647_01,Europa,True,C/178/P,TRAPPIST-1e,35.0,False,0.0,,0.0,0.0,,Dyonevi Matoltuble,True,,5647,01,3,0,0,C,178,P
5291,5647_02,Europa,False,C/178/P,55 Cancri e,52.0,False,0.0,1425.0,31.0,0.0,1320.0,Chabih Matoltuble,True,2776.0,5647,02,3,0,1,C,178,P
5292,5647_03,Europa,False,C/178/P,TRAPPIST-1e,48.0,False,0.0,,0.0,2851.0,1478.0,Majoram Tachor,False,,5647,03,3,0,0,C,178,P
5293,5648_01,Europa,False,C/179/P,55 Cancri e,27.0,False,332.0,918.0,0.0,5.0,4817.0,Edaruma Braned,False,6072.0,5648,01,2,0,1,C,179,P
5294,5648_02,Europa,False,C/179/P,55 Cancri e,50.0,False,0.0,103.0,0.0,240.0,8221.0,Unukath Braned,False,8564.0,5648,02,2,0,1,C,179,P
5317,5684_02,Europa,True,B/218/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Azhah Busive,True,0.0,5684,02,4,0,0,B,218,S
5318,5684_03,Europa,False,B/218/S,55 Cancri e,38.0,False,0.0,1198.0,48.0,278.0,1244.0,Genubik Busive,False,2768.0,5684,03,4,0,1,B,218,S
5319,5684_04,Europa,True,B/218/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Okulus Folhal,True,0.0,5684,04,4,0,0,B,218,S
5355,5721_01,Europa,True,B/219/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Giedia Mostedry,True,0.0,5721,01,2,0,0,B,219,S
5356,5721_02,Europa,False,B/219/S,TRAPPIST-1e,58.0,False,0.0,1975.0,598.0,7.0,3726.0,Scellus Mostedry,False,6306.0,5721,02,2,0,1,B,219,S
5371,5737_01,Europa,False,C/216/S,TRAPPIST-1e,39.0,False,0.0,11856.0,13.0,39.0,3.0,Mintard Inicont,True,11911.0,5737,01,2,0,1,C,216,S
5372,5737_02,Europa,False,C/216/S,TRAPPIST-1e,35.0,False,0.0,7636.0,0.0,353.0,705.0,Lesaton Inicont,True,8694.0,5737,02,2,0,1,C,216,S
5375,5740_01,Europa,False,A/52/P,TRAPPIST-1e,42.0,False,0.0,16.0,0.0,144.0,7492.0,Minopus Cattle,False,7652.0,5740,01,2,0,1,A,52,P
5376,5740_02,Europa,False,A/52/P,55 Cancri e,32.0,False,70.0,764.0,724.0,547.0,1297.0,Unukath Alaxed,False,3402.0,5740,02,2,0,1,A,52,P
5401,5768_01,Europa,True,B/193/P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Gatrino Cattle,True,0.0,5768,01,2,0,0,B,193,P
5402,5768_02,Europa,True,B/193/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Izarfik Cattle,True,0.0,5768,02,2,0,0,B,193,P
5403,5769_01,Europa,True,B/194/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Menkard Oppont,True,0.0,5769,01,2,0,0,B,194,P
5404,5769_02,Europa,True,B/194/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Muonon Oppont,True,0.0,5769,02,2,0,0,B,194,P
5412,5780_01,Europa,False,B/195/P,TRAPPIST-1e,33.0,False,2233.0,6408.0,,23.0,273.0,Genif Ousious,True,,5780,01,3,0,0,B,195,P
5413,5780_02,Europa,True,B/195/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Hallux Ousious,True,0.0,5780,02,3,0,0,B,195,P
5414,5780_03,Europa,True,B/195/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Ousious,True,0.0,5780,03,3,0,0,B,195,P
5439,5811_01,Europa,False,A/54/P,55 Cancri e,36.0,False,1.0,4058.0,95.0,0.0,2109.0,Haldah Fulatorly,False,6263.0,5811,01,2,0,1,A,54,P
5440,5811_02,Europa,False,A/54/P,55 Cancri e,46.0,False,35.0,3953.0,0.0,2108.0,0.0,Sadlam Fulatorly,True,6096.0,5811,02,2,0,1,A,54,P
5476,5842_01,Europa,True,C/220/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Hekark Maging,True,0.0,5842,01,2,0,0,C,220,S
5477,5842_02,Europa,True,C/220/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Zaurid Prefule,True,0.0,5842,02,2,0,0,C,220,S
5488,5856_01,Europa,True,B/199/P,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Graviph Wincer,True,0.0,5856,01,2,0,0,B,199,P
5489,5856_02,Europa,True,B/199/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Alark Wincer,True,0.0,5856,02,2,0,0,B,199,P
5557,5925_01,Europa,False,B/226/S,TRAPPIST-1e,29.0,False,0.0,1644.0,0.0,0.0,3780.0,Anchird Rotter,False,5424.0,5925,01,3,0,1,B,226,S
5558,5925_02,Europa,False,B/226/S,TRAPPIST-1e,16.0,False,0.0,2002.0,0.0,96.0,69.0,Medib Rotter,True,2167.0,5925,02,3,0,1,B,226,S
5559,5925_03,Europa,False,B/226/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,241.0,4757.0,Tark Rotter,False,4998.0,5925,03,3,0,1,B,226,S
5560,5927_01,Europa,False,B/201/P,55 Cancri e,24.0,False,0.0,2421.0,0.0,725.0,2300.0,Duhrak Sysilstict,False,5446.0,5927,01,7,0,1,B,201,P
5561,5927_02,Europa,False,B/201/P,,23.0,False,0.0,109.0,0.0,4810.0,25.0,Naviton Sysilstict,False,4944.0,5927,02,7,0,1,B,201,P
5562,5927_03,Europa,True,B/201/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Kraban Sysilstict,True,0.0,5927,03,7,0,0,B,201,P
5563,5927_04,Europa,,B/201/P,55 Cancri e,49.0,False,0.0,1264.0,0.0,5474.0,104.0,Alcoran Sysilstict,False,6842.0,5927,04,7,0,1,B,201,P
5564,5927_05,Europa,True,B/201/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Taurak Ballexy,True,0.0,5927,05,7,0,0,B,201,P
5565,5927_06,Europa,False,B/201/P,55 Cancri e,35.0,False,4.0,3857.0,324.0,899.0,375.0,Grastab Sysilstict,False,5459.0,5927,06,7,0,1,B,201,P
5566,5927_07,Europa,False,B/201/P,55 Cancri e,43.0,False,0.0,1706.0,0.0,274.0,2056.0,Jihoton Ballexy,False,4036.0,5927,07,7,0,1,B,201,P
5568,5930_01,Europa,True,B/227/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Muonea Geakerat,True,0.0,5930,01,3,0,0,B,227,S
5569,5930_02,Europa,False,B/227/S,TRAPPIST-1e,28.0,False,0.0,1014.0,0.0,2463.0,517.0,Yildus Geakerat,False,3994.0,5930,02,3,0,1,B,227,S
5570,5930_03,Europa,True,B/227/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Sarich Geakerat,True,0.0,5930,03,3,0,0,B,227,S
5594,5957_01,Europa,True,B/203/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Chuble,True,0.0,5957,01,3,0,0,B,203,P
5595,5957_02,Europa,True,B/203/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Zedark Chuble,True,0.0,5957,02,3,0,0,B,203,P
5596,5957_03,Europa,False,B/203/P,55 Cancri e,58.0,True,2.0,3862.0,0.0,1482.0,73.0,Markard Chuble,False,5419.0,5957,03,3,0,1,B,203,P
5597,5959_01,Europa,False,D/181/S,TRAPPIST-1e,29.0,False,1.0,2809.0,97.0,61.0,1227.0,Schabik Praugnox,False,4195.0,5959,01,2,0,1,D,181,S
5598,5959_02,Europa,True,D/181/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Dabik Praugnox,True,0.0,5959,02,2,0,0,D,181,S
5599,5960_01,Europa,False,C/222/S,TRAPPIST-1e,28.0,False,0.0,4780.0,1761.0,1.0,247.0,Eltares Dister,True,6789.0,5960,01,3,0,1,C,222,S
5600,5960_02,Europa,False,C/222/S,TRAPPIST-1e,29.0,False,3215.0,1211.0,4.0,7.0,417.0,Aliakan Dister,True,4854.0,5960,02,3,0,1,C,222,S
5601,5960_03,Europa,True,C/222/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Merabik Dister,True,0.0,5960,03,3,0,0,C,222,S
5618,5977_01,Europa,False,B/230/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Atonea Inesely,True,0.0,5977,01,4,0,0,B,230,S
5619,5977_02,Europa,False,B/230/S,55 Cancri e,57.0,False,200.0,9.0,0.0,,24133.0,,False,,5977,02,4,0,0,B,230,S
5620,5977_03,Europa,False,B/230/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Alhaula Inesely,True,0.0,5977,03,4,0,0,B,230,S
5621,5977_04,Europa,False,B/230/S,TRAPPIST-1e,46.0,False,0.0,3259.0,761.0,4423.0,0.0,Halla Porkilte,False,8443.0,5977,04,4,0,1,B,230,S
5648,6006_01,Europa,False,D/190/P,55 Cancri e,45.0,True,1017.0,3863.0,0.0,601.0,3999.0,Okulam Monpreery,False,9480.0,6006,01,2,0,1,D,190,P
5649,6006_02,Europa,True,D/190/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Sulaos Monpreery,True,0.0,6006,02,2,0,0,D,190,P
5655,6015_01,Europa,True,B/231/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Sulatik Demansty,True,0.0,6015,01,2,0,0,B,231,S
5656,6015_02,Europa,False,B/231/S,55 Cancri e,25.0,False,140.0,4451.0,0.0,0.0,2050.0,Dyonevi Demansty,True,6641.0,6015,02,2,0,1,B,231,S
5674,6028_01,Europa,False,A/57/P,55 Cancri e,27.0,False,0.0,1801.0,0.0,304.0,1393.0,Wasatz Preeldy,False,3498.0,6028,01,5,0,1,A,57,P
5675,6028_02,Europa,False,A/57/P,TRAPPIST-1e,32.0,True,0.0,792.0,0.0,1.0,1335.0,Cherkab Preeldy,False,2128.0,6028,02,5,0,1,A,57,P
5676,6028_03,Europa,False,A/57/P,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Nusakar Preeldy,True,0.0,6028,03,5,0,0,A,57,P
5677,6028_04,Europa,False,,TRAPPIST-1e,26.0,True,0.0,3638.0,0.0,1043.0,0.0,Kumark Preeldy,True,4681.0,6028,04,5,0,1,,,
5678,6028_05,Europa,False,A/57/P,TRAPPIST-1e,28.0,False,0.0,6921.0,0.0,29.0,45.0,Shelik Preeldy,True,6995.0,6028,05,5,0,1,A,57,P
5698,6036_01,Europa,False,C/225/S,TRAPPIST-1e,44.0,False,0.0,1289.0,1224.0,514.0,1674.0,Achah Stpingepid,True,4701.0,6036,01,3,0,1,C,225,S
5700,6036_03,Europa,False,C/225/S,TRAPPIST-1e,27.0,False,0.0,1857.0,0.0,778.0,587.0,Hekab Stpingepid,True,3222.0,6036,03,3,0,1,C,225,S
5714,6055_01,Europa,False,C/185/P,PSO J318.5-22,29.0,True,3.0,1849.0,0.0,3104.0,1652.0,Mino Prefule,False,6608.0,6055,01,3,0,1,C,185,P
5715,6055_02,Europa,True,C/185/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Achiram Prefule,True,0.0,6055,02,3,0,0,C,185,P
5716,6055_03,Europa,False,C/185/P,TRAPPIST-1e,20.0,False,1883.0,0.0,,8810.0,0.0,Terops Prefule,False,,6055,03,3,0,0,C,185,P
5724,6066_01,Europa,False,C/226/S,TRAPPIST-1e,33.0,False,0.0,357.0,2366.0,1612.0,2137.0,Altan Mallisly,False,6472.0,6066,01,3,0,1,C,226,S
5725,6066_02,Europa,False,C/226/S,55 Cancri e,55.0,False,8142.0,8.0,0.0,1481.0,0.0,Terion Mallisly,False,9631.0,6066,02,3,0,1,C,226,S
5726,6066_03,Europa,,C/226/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Mallisly,True,0.0,6066,03,3,0,0,C,226,S
5747,6094_01,Europa,True,C/227/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Terons Brathful,True,0.0,6094,01,3,0,0,C,227,S
5748,6094_02,Europa,True,C/227/S,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Alcyon Brathful,True,0.0,6094,02,3,0,0,C,227,S
5749,6094_03,Europa,True,C/227/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Tautrix Brathful,True,0.0,6094,03,3,0,0,C,227,S
5763,6109_01,Europa,False,C/187/P,TRAPPIST-1e,13.0,False,0.0,9.0,0.0,,5648.0,Terons Inghtal,False,,6109,01,2,0,0,C,187,P
5764,6109_02,Europa,True,C/187/P,TRAPPIST-1e,28.0,False,0.0,,0.0,0.0,0.0,Giedir Inghtal,True,,6109,02,2,0,0,C,187,P
5766,6111_01,Europa,True,A/58/P,TRAPPIST-1e,32.0,False,0.0,,0.0,0.0,0.0,Hyaduma Folumorly,True,,6111,01,5,0,0,A,58,P
5767,6111_02,Europa,False,A/58/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,4588.0,0.0,Fomalik Folumorly,False,4588.0,6111,02,5,0,1,A,58,P
5768,6111_03,Europa,True,,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Ainkard Folumorly,True,0.0,6111,03,5,0,0,,,
5769,6111_04,Europa,True,A/58/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Hezenif Folumorly,True,0.0,6111,04,5,0,0,A,58,P
5770,6111_05,Europa,False,A/58/P,TRAPPIST-1e,33.0,False,0.0,2110.0,0.0,773.0,10.0,Sabiton Folumorly,True,2893.0,6111,05,5,0,1,A,58,P
5778,6121_01,Europa,False,C/229/S,TRAPPIST-1e,28.0,,0.0,4585.0,0.0,2.0,35.0,Wezncha Presstic,True,4622.0,6121,01,2,0,1,C,229,S
5779,6121_02,Europa,False,C/229/S,TRAPPIST-1e,55.0,,916.0,1056.0,0.0,1677.0,593.0,Keided Presstic,False,4242.0,6121,02,2,0,1,C,229,S
5799,6139_01,Europa,,C/230/S,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,Azhasim Bewarsecal,True,,6139,01,6,0,0,C,230,S
5800,6139_02,Europa,True,C/230/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Atonea Reedall,True,0.0,6139,02,6,0,0,C,230,S
5801,6139_03,Europa,False,C/230/S,TRAPPIST-1e,58.0,False,0.0,1073.0,,803.0,988.0,Pleions Reedall,True,,6139,03,6,0,0,C,230,S
5802,6139_04,Europa,True,C/230/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Jabba Reedall,True,0.0,6139,04,6,0,0,C,230,S
5803,6139_05,Europa,True,C/230/S,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,Sinon Reedall,True,0.0,6139,05,6,0,0,C,230,S
5804,6139_06,Europa,True,C/230/S,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Alphact Reedall,True,0.0,6139,06,6,0,0,C,230,S
5814,6152_01,Europa,True,B/235/S,TRAPPIST-1e,33.0,False,0.0,,0.0,0.0,0.0,Dhenah Motled,True,,6152,01,2,0,0,B,235,S
5815,6152_02,Europa,False,B/235/S,TRAPPIST-1e,31.0,False,0.0,53.0,0.0,2963.0,1017.0,Sadar Motled,False,4033.0,6152,02,2,0,1,B,235,S
5847,6191_01,Europa,True,A/59/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Alraida Ametic,True,0.0,6191,01,4,0,0,A,59,P
5848,6191_02,Europa,True,A/59/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Lesaten Ametic,True,0.0,6191,02,4,0,0,A,59,P
5849,6191_03,Europa,True,A/59/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Taurah Ametic,True,0.0,6191,03,4,0,0,A,59,P
5850,6191_04,Europa,True,A/59/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Miatrix Ametic,True,0.0,6191,04,4,0,0,A,59,P
5855,6200_01,Europa,False,B/238/S,TRAPPIST-1e,27.0,False,3.0,4654.0,0.0,657.0,214.0,Saxino Duckil,True,5528.0,6200,01,3,0,1,B,238,S
5856,6200_02,Europa,False,B/238/S,TRAPPIST-1e,26.0,False,0.0,9.0,0.0,3.0,2047.0,Weias Duckil,False,2059.0,6200,02,3,0,1,B,238,S
5857,6200_03,Europa,False,B/238/S,55 Cancri e,25.0,False,2026.0,4929.0,0.0,1179.0,10270.0,Genubia Duckil,False,18404.0,6200,03,3,0,1,B,238,S
5867,6215_01,Europa,False,B/239/S,55 Cancri e,28.0,False,0.0,809.0,0.0,2043.0,72.0,Mahamak Sterly,True,2924.0,6215,01,2,0,1,B,239,S
5868,6215_02,Europa,False,B/239/S,55 Cancri e,37.0,False,0.0,90.0,0.0,3282.0,11.0,Suhelik Sterly,False,3383.0,6215,02,2,0,1,B,239,S
5900,6254_01,Europa,True,B/243/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Errak Pokeck,True,0.0,6254,01,2,0,0,B,243,S
5901,6254_02,Europa,True,B/243/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Sadra Pokeck,True,0.0,6254,02,2,0,0,B,243,S
5905,6263_01,Europa,True,B/213/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Sadaton Craleve,True,0.0,6263,01,2,0,0,B,213,P
5925,6285_01,Europa,,B/245/S,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,Winonon Whealeed,True,0.0,6285,01,2,0,0,B,245,S
5926,6285_02,Europa,False,B/245/S,TRAPPIST-1e,43.0,False,2.0,5329.0,0.0,7.0,0.0,Shail Whealeed,True,5338.0,6285,02,2,0,1,B,245,S
5944,6305_01,Europa,True,B/248/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Ankabit Parbleake,True,0.0,6305,01,2,0,0,B,248,S
5945,6305_02,Europa,False,B/248/S,TRAPPIST-1e,46.0,False,3616.0,564.0,0.0,15.0,3303.0,Ashird Parbleake,False,7498.0,6305,02,2,0,1,B,248,S
5952,6313_01,Europa,False,D/190/S,TRAPPIST-1e,60.0,False,0.0,190.0,3.0,1964.0,30.0,Charaz Sempribly,False,2187.0,6313,01,2,0,1,D,190,S
